LEX;DC-1334;1385800;Датчик скорости оборотов колеса;766,5775;2
LEX;DC-1335;1385797;Датчик частоты вращения;827,502;4
LEX;KB-3413;7267969;Крышка расширительного бачка;51,5515;19
LEX;KK-5122;1230968;Крышка бачка расширительного;96,408;8
LEX;KT-2125;191127247A;Клапан обратки для топлив.фильтра/min10;130,5525;14
LEX;KT-2126;1J0127247A;Клапан топливного фильтра;120,51;3
LEX;RD-4181;1384859;Радиатор кондиционера;2450,37;3
LEX;SC0935;701399207B;Кронштейн крепления коробки передач;843,57;3
LEX;WW-9111;7D0711131;Втулка кулисы КПП;38,831;26
LEX;WW-9112;171711067B;Втулка кулисы КПП;12,051;7
LEX;ZK-2316;3B0823509M;Замок капота комплект;244,3675;1
FIAT;55198845;55198845;Прокладка ГБЦ 0,92mm.;1506,375;1
FIAT;55198843;55198843;Прокладка ГБЦ 0,72mm.;1506,375;1
FIAT;55198846;55198846;Прокладка ГБЦ 1,02 mm.;1506,375;1
FIAT;55198844;55198844;Прокладка ГБЦ 0,82mm.;1506,375;1
RENAULT;7701470288;7701470288;Комплект прокладок, головка цилиндра;2845,375;2
FIAT;500388382;500388382;Прокладка крышки клапанной;317,343;4
RENAULT;7700103687;7700103687;Прокладка поддона;508,82;1
LEX;BR-1154;A90688200049051;Брызговик передний левый;803,4;2
LEX;BR-1155;A90688201049051;Брызговик передний правый;803,4;2
LEX;BR-1156;A90688206049051;Брызговик задний левый двух скатные колёса;1071,2;2
LEX;BR-1157;A90688207049051;Брызговик задний правый двухскатные;1071,2;2
LEX;ZR-7028;7701054687;Зеркало заднего вида левое;1071,2;2
Teknorot;CH-113;93740701;Тяга рулевая;388,31;2
Teknorot;CH-250;95465758;Стойка стабилизатора;468,65;8
Teknorot;CH-251;95952930;Наконечник рулевой тяги R/L;435,175;2
Teknorot;CH-253;95952929;Рулевая тяга;468,65;2
Teknorot;CI-332;3817.71;Наконечник рулевой тяги левый;448,565;2
Teknorot;DC-332;8201108339;Наконечник рулевой тяги левый;361,53;1
Teknorot;DC-334;545001535R;Шаровая опора рычага DC-338/339;348,14;4
Teknorot;DO-101;52125366AA;Наконечник рулевой правый;766,5775;1
Teknorot;DO-102;52125367AA;Наконечник рулевой левый;766,5775;1
Teknorot;DO-106;68029024AA;Тяга стабилизатора;803,4;2
Teknorot;F-366;51801136;Стойка стабилизатора;341,445;8
Teknorot;F-819;1355449080;Стойка стабилизатора задняя;307,97;6
Teknorot;F-833;1401381380;Тяга рулевая;401,7;4
Teknorot;F-836;1400099680;Стойка стабилизатора;307,97;4
Teknorot;F-838;1497407080;Рычаг передней подвески правый;2744,95;1
Teknorot;F-839;1497408080;Рычаг передней подвески левый;2744,95;1
Teknorot;FO-444;1064128;Комплект задней подвески FO-440/441/447-2шт+крепёж;6159,4;13
Teknorot;FO-651;1541485;Наконечник рулевой тяги правый;401,7;2
Teknorot;FO-652;1541488;Наконечник рулевой тяги левый;401,7;2
Teknorot;FO-654;1723323;Шаровая опора правая для рычага FO-658;426,4715;4
Teknorot;FO-656;1502681;Тяга стабилизатора задняя;348,14;4
Teknorot;H-284;51350-TF0-030;Шаровая опора рычага H-288/289;361,53;4
Teknorot;H-289;51360-TF0-030;Рычаг передней подвески левый;2410,2;1
Teknorot;H-305;51270-SM4-A04;Опора шаровая;328,055;2
Teknorot;H-381;53540-TA0-A01;Наконечник рулевой тяги, правый;535,6;2
Teknorot;H-382;53560-TA0-A01;Наконечник рулевой тяги, левый;535,6;2
Teknorot;HY-131;56820-2S050;Наконечник рулевой тяги правый;468,65;3
Teknorot;HY-132;56820-2S000;Наконечник рулевой тяги левый;468,65;3
Teknorot;HY-160;57724-3J000;Тяга рулевая;374,92;2
Teknorot;HY-291;56820-0U590;Наконечник рулевой тяги правый;348,14;2
Teknorot;HY-296;54830-0U000;Тяга стабилизатора передняя;301,275;2
Teknorot;HY-348;54501-1E100;Рычаг подвески правый;1566,63;1
Teknorot;HY-349;54500-1E100;Рычаг подвески левый;1566,63;1
Teknorot;HY-363;57724-1J000;Тяга рулевая;528,905;4
Teknorot;HY-366;54840-1J000;Стойка стабилизатора правая;348,14;1
Teknorot;HY-367;54830-1J000;Стойка стабилизатора левая;348,14;1
Teknorot;HY-398;54501-0X000;Рычаг передний правый;2711,475;2
Teknorot;HY-399;54500-0X000;Рычаг передний левый;2711,475;2
Teknorot;HY-823;57724-2B000;Тяга рулевая;395,005;2
Teknorot;HY-825;54840-2B000;Стойка стабилизатора передняя правая;348,14;2
Teknorot;HY-826;54830-2B000;Стойка стабилизатора передняя левая;348,14;2
Teknorot;HY-827;55530-2B000;Тяга стабилизатора задней подвески;348,14;2
Teknorot;JE-111;52125483AA;Наконечник рулевой тяги правый;803,4;1
Teknorot;KI-243;57724-1G100;Тяга рулевая;361,53;2
Teknorot;LA-224;LR007205;Шаровая опора рычага LA-228/229;492,752;2
Teknorot;M-251;A2123302203;Наконечник  рулевой тяги правый;769,925;1
Teknorot;M-831;A2513300803;Наконечник рулевой тяги правый;736,45;1
Teknorot;M-832;A2513300703;Наконечник рулевой тяги левый;736,45;1
Teknorot;MA-726;GS1D-34-150;Тяга стабилизатора;341,445;2
Teknorot;MI-207;MB527385;Стойка стабилизатора;232,986;6
Teknorot;N-343;49001-AV610;Тяга рулевая Primera(P12)М12Х1,25 L=280 mm/ 18 mm;361,53;2
Teknorot;N-451;D8520-CB025;Наконечник рулевой тяги;488,735;2
Teknorot;N-453;48521-CB027;Тяга рулевая;428,48;2
Teknorot;N-455;54668-CA000;Стойка стабилизатора левая;415,09;1
Teknorot;N-456;54618-CA010;Стойка стабилизатора задняя правая;381,615;1
Teknorot;N-457;54668-CA010;Стойка стабилизатора задняя левая;364,8775;1
Teknorot;N-595;40110-EA000;Опора шаровая;629,33;2
Teknorot;N-599;54525-EB30A;Рычаг передний верхний левый;2678;1
Teknorot;N-811;48640-EG026;Наконечник рулевой;1673,75;1
Teknorot;N-812;48520-EG026;Наконечник рулевой;1673,75;1
Teknorot;N-856;54618-CY00A;Стойка стабилизатора;361,53;8
Teknorot;O-233;93196777;Тяга рулевая голая(PR Except);361,53;1
Teknorot;O-234;1609011;Тяга рулевая(PR Including);361,53;1
Teknorot;O-513;13271996;Тяга рулевая;421,785;2
Teknorot;P-430;5087.57;Тяга стабилизатора;348,14;9
Teknorot;P-629;3520.H4;Рычаг правый 18 мм шаровая;1272,05;3
Teknorot;P-630;3520.H3;Рычаг левый  18 мм шаровая;1272,05;4
Teknorot;R-490;4419291;Стойка стабилизатора;361,53;2
Teknorot;SK-458S;1K0407152BC;Рычаг передний правый без шаровой;2008,5;1
Teknorot;SK-459S;1K0407151BC;Рычаг передний левый без шаровой;2008,5;3
Teknorot;SU-233;34160-AE001;Тяга рулевая;408,395;2
Teknorot;SZ-501;48810-79J01;Наконечник рулевой тяги;314,665;2
Teknorot;SZ-503;48830-79J00;Тяга рулевая правая;421,785;2
Teknorot;SZ-504;48830-79J10;Тяга рулевая левая;421,785;2
Teknorot;SZ-506;42420-80J00;Стойка стабилизатора;364,8775;2
Teknorot;T-213;45503-39275;Тяга рулевая;395,005;2
Teknorot;T-216A;48820-33040;Стойка стабилизатора;348,14;1
Teknorot;T-331;45046-09480;Наконечник рулевой тяги правый;408,395;2
Teknorot;T-332;45047-09220;Наконечник рулевой тяги левый;408,395;2
Teknorot;T-336;48820-0D010;Стойка стабилизатора;348,14;4
Teknorot;T-631;45046-49085;Наконечник рулевой тяги правый;348,14;1
Teknorot;T-632;45047-49015;Наконечник рулевой тяги левый;348,14;1
Teknorot;T-902;45047-49165;Наконечник рулевой левый;522,21;2
Teknorot;V-923;6R0423810;Тяга рулевая;361,53;2
LEX;LS-1605;6Q0820367;Фильтр салона;130,5525;2
LEX;LS-1618;64319069927;Фильтр салона;328,055;2
LEX;LS-1637;6808604;Фильтр салона;147,29;5
LEX;LS-1665;1354953;Фильтр салона;123,8575;17
LEX;LV-1771;7701045724;Фильтр воздушный;180,765;4
LEX;LV-1772;8200371661;Фильтр воздушный;211,562;13
Yenmak;3461050;T188101;86,50mm Порш.+палец,с кольцами высота 69,82 с отв. под масл.форсунку  TR V347 2,2 120-155;2309,775;16
Yenmak;3812000;90467327;86,00 mmПорш.+палец, c кольцами;1231,88;6
Yenmak;3812050;624230;86,50 mmПорш.+палец, c кольцами;1272,05;6
Yenmak;4216000;5623242;79,00 mm.Порш+палец, с кольцами;1606,8;4
Yenmak;4228050;624109;86,50 mm.Порш+палец,с кольцами;2410,2;4
Yenmak;4231000;623592;79,00 mm.Порш+палец,с кольцами;1807,65;4
Yenmak;4327000;06B107065L;82,50 mmПорш+палец,с кольцами;2276,3;4
LEX;BA-3673;A9018800571;Бампер задний центральная часть;2544,1;2
LEX;FA-4117;A9068200264;Фонарь задний правый;2048,67;1
LEX;FA-4118;A9068200164;Фонарь задний левый;2048,67;1
LEX;HC-8126;4A0955651;Насос омывателя стекла ветрового;180,765;1
LEX;KB-3412;1K0955455;Крышка бачка омывателя;40,17;8
LEX;KK-8124;A6014010325;Колпак колеса;301,275;12
LEX;KR-0142;1J0806155E;Кронштейн крепления радиатора верхний;140,595;4
LEX;KS-4513;A6113300319;Ремкомплект кулака поворотного;1606,8;1
LEX;PR-5678;7701471886;Комплект прокладок головки блока цилиндров;1941,55;2
LEX;PY-4641;1H0959621B;Кнопка вкл.обогрева задн.стекла;187,46;2
LEX;PY-4642;1H0959565;Выключатель зеркала с электрорегулировкой;391,6575;1
LEX;PZ-4639;2D0945413;Выключатель сигнала заднего хода;1205,1;3
LEX;RC-2012;A9068200644;Поводок стеклоочестителя левый;816,79;2
LEX;RC-2013;A9068200744;Поводок стеклоочестителя правый;816,79;2
LEX;RK-7879;A0014202838;Регулятор;16,7375;2
LEX;RO-4213;A0018216760;Резистор вентилятора отопителя;673,517;4
LEX;RO-4214;A0018211360;Резистор вентилятора отопителя;673,517;3
LEX;RO-4215;A0018212560;Резистор вентилятора отопителя;602,55;2
LEX;SR-3349;1818162;Шланг отопителя салона;542,295;1
LEX;SR-3351;1337280;Шланг радиатора;187,46;1
LEX;SR-3354;1336080;Патрубок охлаждения;686,2375;1
LEX;VP-4568;A0002542508;Подшипник выжимной гидравлический;1740,7;4
LEX;VP-4569;A0002541808;Цилиндр сцепления рабочий;1934,855;1
LEX;ZD-6269;A9017301335;Замок двери;535,6;1
LEX;ZD-6271;A9017201035;Замок двери;1205,1;1
LEX;ZR-7016;735325166;Зеркало заднего вида правое электрическое;1539,85;2
LEX;ZR-7017;735325159;Зеркало заднего вида левое электрическое;1506,375;1
LEX;ZR-7020;735302739;Зеркало заднего вида правое электрическое;1375,8225;3
LEX;ZR-7021;735302743;Зеркало заднего вида левое электрическое;1375,8225;3
LEX;ZR-7023;735302743;Зеркало заднего вида левое электрическое с поворотником;1941,55;3
LEX;ZR-7024;735415332;Зеркало заднего вида правое;555,685;2
LEX;F-0813;1359226080;Тяга рулевая голая L/R;301,275;6
LEX;F-0812;77364253;Наконечник рулевой тяги LH;368,225;5
LEX;F-0811;77364009;Наконечник рулевой тяги RH;368,225;4
LEX;FO-0234;1540724;Шаровая опора;267,8;9
LEX;F-0814;50705629;Шаровая опора 1,8Q;455,26;4
LEX;A-0150;893407465A;Тяга стабилизатора перед;207,545;4
LEX;HB-3695;735438370;Решётка бампера правая  без ПТФ;970,775;3
LEMFORDER;3110301;504277459;Сайлентблок рычага подвески;307,97;8
LEMFORDER;1163802;93804060;Наконечник рулевой тяги;1138,15;8
LEX;RS-6756;A9063200406;Рессора листовая задняя комплект 2шт  с саленблоком;7096,7;1
LEX;RS-6726.1;4377600;Рессора верхний лист с сайленблоками;3280,55;2
LEX;RS-6731.1;1417741;Рессора верхний лист с сайленблоками;3950,05;2
LEX;RS-6731.2;1417741;Рессора нижний лист;2544,1;4
LEX;RS-6766;1788910;Дополнительный лист задней рессоры;2410,2;3
LEX;RS-6764;1481326;Рессора листовая задняя;4385,225;2
LEX;ZR-7032;735410430;Зеркало заднего вида RH;1472,9;2
LEX;ZR-7033;735410433;Зеркало заднего вида LH;1339;1
LEX;RS-6767;504083608;Рессора листовая  задняя;5489,9;3
Teknorot;A-598;8N0407151A;Рычаг подвески L;3079,7;1
Teknorot;A-599;8N0407152A;Рычаг подвески L;3079,7;1
Teknorot;V-240;2H0411317;Стойка стабилизатора;428,48;2
Teknorot;FO-494;1702983;Шаровая опора левая Focus 3(2011…);522,21;6
Teknorot;FO-495;1702970;Шаровая опора правая Focus 3(2011…);522,21;5
Teknorot;H-248;51350-S10-A00;Рычаг L;3816,15;1
Teknorot;N-431;D8520-1HA0A;Наконечник рулевой тяги R;669,5;1
Teknorot;N-432;D8640-1HA0A;Наконечник рулевой тяги L;669,5;1
Teknorot;N-592;54500-EB300;Рычаг R;4351,75;2
Teknorot;T-707;48830-05030;Тяга стабилизатора задняя;361,53;2
Teknorot;JE-121;5143556AC;Наконечник рулевой R;615,94;1
Teknorot;JE-122;5143555AC;Наконечник рулевой L;615,94;1
Teknorot;HY-571;56820-3K010;Наконечник рулевой R;348,14;1
Teknorot;HY-572;56820-3K000;Наконечник рулевой L;348,14;1
Teknorot;HY-574;51760-3K000;Шаровая опора;388,31;2
Teknorot;HY-576;55530-3K002;Стойка стабилизатора;348,14;2
Yenmak;3469050;1376491;90,40 mm Порш.+палец,с кольцами  TR V347 2,4 100PS;2048,67;4
Yenmak;3477000;1436606;82,50 mm.Порш.+палец,скольцами;2169,18;2
Yenmak;3478000;1346663;86,00 mm.Порш.+палец,скольцами;2239,4775;4
Yenmak;3768050;1369691;90,40mm.Порш.+палец,скольцами;2276,3;8
Yenmak;3769000;<>;76,00mm.Порш.+палец,скольцами;1506,375;8
Yenmak;3769050;<>;76,50mm.Порш.+палец,скольцами;1466,205;4
Yenmak;4180000;8200143601;87,00mm.Порш.+палец,скольцами;2276,3;4
Yenmak;4233000;5623235;79,00mm.Порш+палец,скольцами;2276,3;3
Yenmak;4299000;06B107065F;81,00 mm Порш+палец,скольцами;1442,103;6
Yenmak;4299050;06B107065F;81,50 mm Порш+палец,скольцами;1472,9;1
Yenmak;4391050;626156;76,50 mm Порш+палец,скольцами;2142,4;4
Yenmak;4693000;A6040300417;89,00 mm Порш+палец,скольцами;2169,18;4
Yenmak;4694000;A6060300617;87,00 mm Порш+палец,скольцами;1874,6;6
Yenmak;4695000;A6030301617;89,00 mm Порш+палец,скольцами;2443,675;4
Yenmak;4695050;A6030301617;89,50 mm Порш+палец,скольцами;2611,05;2
Yenmak;4699000;A6110300717;88,00 mm Порш+палец,скольцами;2309,775;4
Yenmak;4699050;A6110300717;88,50 mm Порш+палец,скольцами;2370,03;1
FORD;6933660;6933660;Замок двери;803,4;1
Teknorot;AF-148;51835398;Рычаг подвески;3213,6;1
Teknorot;AF-149;51835397;Рычаг подвески;3213,6;1
Teknorot;CH-148;13272606;Рычаг подвески;4435,4375;1
Teknorot;FO-236;1513343;Тяга стабилизатора передняя;395,005;4
Teknorot;FO-480;1714891;Тяга заднего стабилизатора;435,175;6
Teknorot;FO-655;1723324;Шаровая опора левая для рычага FO-659;426,4715;2
Teknorot;FO-659;1723324;Рычаг подвески, нижний левый;3079,7;2
Teknorot;FO-940;1377449;Рычаг задней подвески прямой;532,2525;8
Teknorot;H-281;53540-TF0-003;Наконечник рулевой тяги, правый;428,48;1
Teknorot;H-282;53560-TF0-003;Наконечник рулевой тяги, левый;428,48;1
Teknorot;H-386;51320-TA0-A01;Стойка стабилизатора RH;361,53;2
Teknorot;H-387;52325-TA0-A01;Стойка стабилизатора LH;361,53;2
Teknorot;H-421;53540-SWA-A02;Наконечник рулевой тяги R/L;468,65;2
Teknorot;HY-233;56540-0U500;Тяга рулевая;321,36;3
Teknorot;HY-292;56820-0U500;Наконечник рулевой тяги левый;348,14;2
Teknorot;HY-368;54501-1J500;Рычаг передний правый;1700,53;1
Teknorot;HY-369;54500-1J500;Рычаг передний левый;1700,53;1
Teknorot;LA-136;LR014145;Стойка переднего стабилизатора;361,53;6
Teknorot;LA-228;LR007205;Рычаг передний нижний правый;3146,65;1
Teknorot;LA-229;LR007206;Рычаг передний нижний левый;3146,65;1
Teknorot;M-351;A2043302003;Наконечник  рулевой тяги правый;555,685;1
Teknorot;M-352;A2043301903;Наконечник  рулевой тяги левый;555,685;1
Teknorot;M-764;A2043501606;Рычаг подвески соединительный верхний правый;1205,1;1
Teknorot;M-765;A2043501506;Рычаг подвески соединительный верхний левый;1205,1;1
Teknorot;M-766;A2043502206;Рычаг подвески соединительный средний правый;1205,1;1
Teknorot;M-767;A2043502106;Рычаг подвески соединительный средний левый;1205,1;1
Teknorot;MA-720;GS1D-28-170;Стойка стабилизатора заднего;334,75;8
Teknorot;N-461;D8520-1AA0A;Наконечник рулевой правый;522,21;4
Teknorot;N-462;D8640-1AA0A;Наконечник рулевой левый;522,21;2
Teknorot;N-594;54500-EB300;Шаровая опора рычага N-592/593;435,175;4
Teknorot;N-598;54524-EB30A;Рычаг передний правый верхний;2678;3
Teknorot;O-460;13116332;Стойка стабилизатора;361,53;4
Teknorot;P-178;3521.L3;Рычаг подвески;1874,6;1
Teknorot;P-179;3520.Q2;Рычаг подвески;1874,6;1
Teknorot;R-494;8200688877;Опора шаровая;535,6;3
Teknorot;SU-236;20470-SA000;Стойка стабилизатора переднего;348,14;4
Teknorot;T-571;45046-09660;Наконечник рулевой правый;602,55;4
Teknorot;T-572;45047-09320;Наконечник рулевой левый;602,55;2
Teknorot;T-703;45510-12391;Тяга рулевая;642,72;1
Teknorot;T-901;45046-49225;Наконечник рулевой правый;548,99;2
OPEL;646093;646093;Насос масляный;12720,5;1
FORD;1355389;1355389;Натяжитель ремня грм;1941,55;1
FORD;1518924;1518924;Амортизатор передний правый;3481,4;1
FORD;1756079;1756079;Датчик распредвала;863,655;1
FORD;1762805;1762805;Главный цилиндр сцепления;2611,05;1
FORD;1762910;1762910;Датчик распредвала;930,605;1
Yenmak;3300000;032107065L;76,51mmПорш.+палец,скольцами;1432,73;4
Yenmak;3300050;032107065L;77,01mmПорш.+палец,скольцами;1385,865;4
Yenmak;3301000;068107091BA;76,51mmПорш.+палец,скольцами;1285,44;4
Yenmak;3311100;048107065R;83,51mmПорш.+палец,скольцами;1432,73;4
Yenmak;3461000;1373522;86,00mm Порш.+палец,с кольцами высота 69,82 с отв. под масл.форсунку  TR V347 2,2 120-155;2216,045;8
Yenmak;3617000;A6010301917;89,00 mm.Порш.+палец,скольцами;2008,5;4
Yenmak;4215000;5623195;79,00 mm.Порш+палец, с кольцами;1392,56;4
Yenmak;4221000;622049;86,00mm.Порш.+палец,скольцами;1747,395;8
Yenmak;4226000;5623137;86,00mm.Порш.+палец,скольцами;1305,525;4
Yenmak;4608050;11251279190;80,50 mm Порш.+палец,скольцами;2410,2;6
FORD;4611833;4611833;Водяной шланг;408,395;1
FORD;4637728;4637728;Бачок омывателя;910,52;1
Yenmak;4697000;A6460300917;88,00 mm Порш+палец,скольцами;2276,3;4
Yenmak;4697050;A6460300717;88,50mm.Порш+палец,скольцами;2276,3;6
Yenmak;4929040;<>;78,90mmПорш+палец,скольцами;1318,915;4
Yenmak;5269000;55204026;72,00mmГильза(1шт)K=75,00L=126,00H+F=5,1;629,33;20
Yenmak;5451000;5623216;69,60mmГильза(1шт)K=72,10L=142,00H+F=5,0;662,805;17
Yenmak;5598000;51.012.010.468;128,00mmГильза(1шт)K=144,45L=270H+F=10,07;1606,8;12
Yenmak;7273000;1620638;130,00 mm.Комплект(поршень + гильз + кольца);5757,7;6
Yenmak;7569000;51.025.006.041;128,00 mm.Комплект(поршень + гильз + кольца);6695;4
Yenmak;7597000;51.012.010.468;128,00 mm.Комплект(поршень + гильз + кольца);5891,6;6
Yenmak;7748000;51.025.017.639;128,00 mm.Комплект(поршень + гильз + кольца);6159,4;5
